"Date écriture";Code;"Numéro de compte";"Numéro de pièce";"Nom du projet (si existant)";"Montant débit";"Montant crédit"
30/04/24;VT;706902;27944;"776106450721 - 240425026 JEAN DE CIBEINS David Kohl P 3 US";;2,04
30/04/24;VT;706912;27944;"776106450721 - 240425026 JEAN DE CIBEINS David Kohl P 3 US";;20,27
30/04/24;VT;7069111;27944;"776106450721 - 240425026 JEAN DE CIBEINS David Kohl P 3 US";;66,22
30/04/24;VT;706201;27944;"776106450721 - 240425026 JEAN DE CIBEINS David Kohl P 3 US";;38,00
30/04/24;VT;706913;27944;"776106450721 - 240425026 JEAN DE CIBEINS David Kohl P 3 US";;1,35
30/04/24;VT;445712;27944;"776106450721 - 240425026 JEAN DE CIBEINS David Kohl P 3 US";;7,60
30/04/24;VT;411FLEURY;27945;"776099224171 - 240424021 FLEURY WINES Astor Wines & Spirits MAISON BERTRAND RAVACHE P 7 US";173,22;
30/04/24;VT;706902;27945;"776099224171 - 240424021 FLEURY WINES Astor Wines & Spirits MAISON BERTRAND RAVACHE P 7 US";;4,76
30/04/24;VT;706912;27945;"776099224171 - 240424021 FLEURY WINES Astor Wines & Spirits MAISON BERTRAND RAVACHE P 7 US";;28,35
30/04/24;VT;7069111;27945;"776099224171 - 240424021 FLEURY WINES Astor Wines & Spirits MAISON BERTRAND RAVACHE P 7 US";;91,36
30/04/24;VT;706201;27945;"776099224171 - 240424021 FLEURY WINES Astor Wines & Spirits MAISON BERTRAND RAVACHE P 7 US";;38,00
30/04/24;VT;706913;27945;"776099224171 - 240424021 FLEURY WINES Astor Wines & Spirits MAISON BERTRAND RAVACHE P 7 US";;3,15
30/04/24;VT;445712;27945;"776099224171 - 240424021 FLEURY WINES Astor Wines & Spirits MAISON BERTRAND RAVACHE P 7 US";;7,60
30/04/24;VT;411FIRMIN;27946;"776083125073 - 240423022 EARL FIRMIN DEZAT Profile Wine Imports P 2 US";128,96;
30/04/24;VT;706902;27946;"776083125073 - 240423022 EARL FIRMIN DEZAT Profile Wine Imports P 2 US";;1,36
30/04/24;VT;706912;27946;"776083125073 - 240423022 EARL FIRMIN DEZAT Profile Wine Imports P 2 US";;18,92
30/04/24;VT;7069111;27946;"776083125073 - 240423022 EARL FIRMIN DEZAT Profile Wine Imports P 2 US";;62,03
30/04/24;VT;706201;27946;"776083125073 - 240423022 EARL FIRMIN DEZAT Profile Wine Imports P 2 US";;38,00
30/04/24;VT;706913;27946;"776083125073 - 240423022 EARL FIRMIN DEZAT Profile Wine Imports P 2 US";;1,05
30/04/24;VT;445712;27946;"776083125073 - 240423022 EARL FIRMIN DEZAT Profile Wine Imports P 2 US";;7,60
30/04/24;VT;411DVP;27947;"776118612031 - 240426007 DVP DOMAINES VINS PROPRIETE BOURGOGNE Estate Brands P 4 US";146,16;
30/04/24;VT;706902;27947;"776118612031 - 240426007 DVP DOMAINES VINS PROPRIETE BOURGOGNE Estate Brands P 4 US";;2,72
30/04/24;VT;706912;27947;"776118612031 - 240426007 DVP DOMAINES VINS PROPRIETE BOURGOGNE Estate Brands P 4 US";;22,13
30/04/24;VT;7069111;27947;"776118612031 - 240426007 DVP DOMAINES VINS PROPRIETE BOURGOGNE Estate Brands P 4 US";;73,76
30/04/24;VT;706201;27947;"776118612031 - 240426007 DVP DOMAINES VINS PROPRIETE BOURGOGNE Estate Brands P 4 US";;38,00
30/04/24;VT;706913;27947;"776118612031 - 240426007 DVP DOMAINES VINS PROPRIETE BOURGOGNE Estate Brands P 4 US";;1,95
30/04/24;VT;445712;27947;"776118612031 - 240426007 DVP DOMAINES VINS PROPRIETE BOURGOGNE Estate Brands P 4 US";;7,60
30/04/24;VT;411DVP;27948;"776118661728 - 240426008 DVP DOMAINES VINS PROPRIETE BOURGOGNE BCI  P 4 US";146,16;
30/04/24;VT;706902;27948;"776118661728 - 240426008 DVP DOMAINES VINS PROPRIETE BOURGOGNE BCI  P 4 US";;2,72
30/04/24;VT;706912;27948;"776118661728 - 240426008 DVP DOMAINES VINS PROPRIETE BOURGOGNE BCI  P 4 US";;22,13
30/04/24;VT;7069111;27948;"776118661728 - 240426008 DVP DOMAINES VINS PROPRIETE BOURGOGNE BCI  P 4 US";;73,76
30/04/24;VT;706201;27948;"776118661728 - 240426008 DVP DOMAINES VINS PROPRIETE BOURGOGNE BCI  P 4 US";;38,00
30/04/24;VT;706913;27948;"776118661728 - 240426008 DVP DOMAINES VINS PROPRIETE BOURGOGNE BCI  P 4 US";;1,95
30/04/24;VT;445712;27948;"776118661728 - 240426008 DVP DOMAINES VINS PROPRIETE BOURGOGNE BCI  P 4 US";;7,60
30/04/24;VT;411PARADIS;27949;"776049466168 - ""240422012 VIGNOBLES PARADIS MS. TOULIN Eleonore	 P 4 US""";157,34;
30/04/24;VT;706902;27949;"776049466168 - ""240422012 VIGNOBLES PARADIS MS. TOULIN Eleonore	 P 4 US""";;2,72
30/04/24;VT;706912;27949;"776049466168 - ""240422012 VIGNOBLES PARADIS MS. TOULIN Eleonore	 P 4 US""";;25,16
30/04/24;VT;7069111;27949;"776049466168 - ""240422012 VIGNOBLES PARADIS MS. TOULIN Eleonore	 P 4 US""";;81,31
30/04/24;VT;706201;27949;"776049466168 - ""240422012 VIGNOBLES PARADIS MS. TOULIN Eleonore	 P 4 US""";;38,00
30/04/24;VT;706913;27949;"776049466168 - ""240422012 VIGNOBLES PARADIS MS. TOULIN Eleonore	 P 4 US""";;2,55
30/04/24;VT;445712;27949;"776049466168 - ""240422012 VIGNOBLES PARADIS MS. TOULIN Eleonore	 P 4 US""";;7,60
30/04/24;VT;411PERRIE;27950;;45,82;
30/04/24;VT;706212;27950;;;4,75
30/04/24;VT;445712;27950;;;7,64
30/04/24;VT;471000;27950;;;33,43
30/04/24;VT;411PARADIS;27951;"776056005822 - 240422041 VIGNOBLES PARADIS AGENCE TOUCHE P 4 US";146,74;
30/04/24;VT;706902;27951;"776056005822 - 240422041 VIGNOBLES PARADIS AGENCE TOUCHE P 4 US";;2,72
30/04/24;VT;706912;27951;"776056005822 - 240422041 VIGNOBLES PARADIS AGENCE TOUCHE P 4 US";;22,71
30/04/24;VT;7069111;27951;"776056005822 - 240422041 VIGNOBLES PARADIS AGENCE TOUCHE P 4 US";;73,76
30/04/24;VT;706201;27951;"776056005822 - 240422041 VIGNOBLES PARADIS AGENCE TOUCHE P 4 US";;38,00
30/04/24;VT;706913;27951;"776056005822 - 240422041 VIGNOBLES PARADIS AGENCE TOUCHE P 4 US";;1,95
30/04/24;VT;445712;27951;"776056005822 - 240422041 VIGNOBLES PARADIS AGENCE TOUCHE P 4 US";;7,60
30/04/24;VT;411ARTHIS;27952;"776007530050 - 240418007 ARTHIS E-COMMERCE Ali Nahavandi E 3 US";173,70;
30/04/24;VT;706902;27952;"776007530050 - 240418007 ARTHIS E-COMMERCE Ali Nahavandi E 3 US";;5,76
30/04/24;VT;706912;27952;"776007530050 - 240418007 ARTHIS E-COMMERCE Ali Nahavandi E 3 US";;25,29
30/04/24;VT;7069111;27952;"776007530050 - 240418007 ARTHIS E-COMMERCE Ali Nahavandi E 3 US";;79,97
30/04/24;VT;706203;27952;"776007530050 - 240418007 ARTHIS E-COMMERCE Ali Nahavandi E 3 US";;12,49
30/04/24;VT;706204;27952;"776007530050 - 240418007 ARTHIS E-COMMERCE Ali Nahavandi E 3 US";;24,99
30/04/24;VT;706205;27952;"776007530050 - 240418007 ARTHIS E-COMMERCE Ali Nahavandi E 3 US";;8,50
30/04/24;VT;706913;27952;"776007530050 - 240418007 ARTHIS E-COMMERCE Ali Nahavandi E 3 US";;4,35
30/04/24;VT;445712;27952;"776007530050 - 240418007 ARTHIS E-COMMERCE Ali Nahavandi E 3 US";;9,20
30/04/24;VT;471000;27952;"776007530050 - 240418007 ARTHIS E-COMMERCE Ali Nahavandi E 3 US";;3,15
30/04/24;VT;411ARTHIS;27953;"776055783153 - 240422035 ARTHIS E-COMMERCE Tony NIELSEN E 9 US";159,41;
30/04/24;VT;706912;27953;"776055783153 - 240422035 ARTHIS E-COMMERCE Tony NIELSEN E 9 US";;36,79
30/04/24;VT;7069111;27953;"776055783153 - 240422035 ARTHIS E-COMMERCE Tony NIELSEN E 9 US";;115,43
30/04/24;VT;706913;27953;"776055783153 - 240422035 ARTHIS E-COMMERCE Tony NIELSEN E 9 US";;7,20
30/04/24;VT;471000;27953;"776055783153 - 240422035 ARTHIS E-COMMERCE Tony NIELSEN E 9 US";0,01;
30/04/24;VT;411ARTHIS;27954;"776050113398 240422023 ARTHIS E-COMMERCE Mykhaylo Kadar FE 48 US";527,30;
30/04/24;VT;706902;27954;"776050113398 240422023 ARTHIS E-COMMERCE Mykhaylo Kadar FE 48 US";;44,04
30/04/24;VT;706201;27954;"776050113398 240422023 ARTHIS E-COMMERCE Mykhaylo Kadar FE 48 US";;38,00
30/04/24;VT;706203;27954;"776050113398 240422023 ARTHIS E-COMMERCE Mykhaylo Kadar FE 48 US";;12,48
30/04/24;VT;706204;27954;"776050113398 240422023 ARTHIS E-COMMERCE Mykhaylo Kadar FE 48 US";;24,96
30/04/24;VT;706205;27954;"776050113398 240422023 ARTHIS E-COMMERCE Mykhaylo Kadar FE 48 US";;8,50
30/04/24;VT;70691101;27954;"776050113398 240422023 ARTHIS E-COMMERCE Mykhaylo Kadar FE 48 US";;378,75
30/04/24;VT;445712;27954;"776050113398 240422023 ARTHIS E-COMMERCE Mykhaylo Kadar FE 48 US";;17,42
30/04/24;VT;471000;27954;"776050113398 240422023 ARTHIS E-COMMERCE Mykhaylo Kadar FE 48 US";;3,15
30/04/24;VT;411WINGS;27955;"776101383913 - 240425014 WINGS Alberto Fabbricini PARTENAIRES P 30 IT";206,87;
30/04/24;VT;706212;27955;"776101383913 - 240425014 WINGS Alberto Fabbricini PARTENAIRES P 30 IT";;36,90
30/04/24;VT;706213;27955;"776101383913 - 240425014 WINGS Alberto Fabbricini PARTENAIRES P 30 IT";;9,00
30/04/24;VT;7062114;27955;"776101383913 - 240425014 WINGS Alberto Fabbricini PARTENAIRES P 30 IT";;113,99
30/04/24;VT;706914;27955;"776101383913 - 240425014 WINGS Alberto Fabbricini PARTENAIRES P 30 IT";;15,00
30/04/24;VT;445712;27955;"776101383913 - 240425014 WINGS Alberto Fabbricini PARTENAIRES P 30 IT";;31,98
30/04/24;VT;411WINGS;27956;"776101397552 - 240425015 WINGS Sotto sotto Milano PARTENAIRES P 30 IT";206,87;
30/04/24;VT;706212;27956;"776101397552 - 240425015 WINGS Sotto sotto Milano PARTENAIRES P 30 IT";;36,90
30/04/24;VT;706213;27956;"776101397552 - 240425015 WINGS Sotto sotto Milano PARTENAIRES P 30 IT";;9,00
30/04/24;VT;7062114;27956;"776101397552 - 240425015 WINGS Sotto sotto Milano PARTENAIRES P 30 IT";;113,99
30/04/24;VT;706914;27956;"776101397552 - 240425015 WINGS Sotto sotto Milano PARTENAIRES P 30 IT";;15,00
30/04/24;VT;445712;27956;"776101397552 - 240425015 WINGS Sotto sotto Milano PARTENAIRES P 30 IT";;31,98
30/04/24;VT;411RHON;27957;"775784378715 - 240328039 RHONEA DISTRIBUTION SASU Inter Rhône Sopexa p 3 GB";96,48;
30/04/24;VT;706902;27957;"775784378715 - 240328039 RHONEA DISTRIBUTION SASU Inter Rhône Sopexa p 3 GB";;8,55
30/04/24;VT;706912;27957;"775784378715 - 240328039 RHONEA DISTRIBUTION SASU Inter Rhône Sopexa p 3 GB";;11,72
30/04/24;VT;706903;27957;"775784378715 - 240328039 RHONEA DISTRIBUTION SASU Inter Rhône Sopexa p 3 GB";;17,00
30/04/24;VT;7069112;27957;"775784378715 - 240328039 RHONEA DISTRIBUTION SASU Inter Rhône Sopexa p 3 GB";;37,72
30/04/24;VT;706905;27957;"775784378715 - 240328039 RHONEA DISTRIBUTION SASU Inter Rhône Sopexa p 3 GB";;16,74
30/04/24;VT;706913;27957;"775784378715 - 240328039 RHONEA DISTRIBUTION SASU Inter Rhône Sopexa p 3 GB";;1,35
30/04/24;VT;445712;27957;"775784378715 - 240328039 RHONEA DISTRIBUTION SASU Inter Rhône Sopexa p 3 GB";;3,40
30/04/24;VT;411ODDO;27958;"776025473140 - 240419009 ODDO DISTRIBUTION Charton Hobbs  E 3 CA";88,04;
30/04/24;VT;706912;27958;"776025473140 - 240419009 ODDO DISTRIBUTION Charton Hobbs  E 3 CA";;20,32
30/04/24;VT;70691130000;27958;"776025473140 - 240419009 ODDO DISTRIBUTION Charton Hobbs  E 3 CA";;66,22
30/04/24;VT;706913;27958;"776025473140 - 240419009 ODDO DISTRIBUTION Charton Hobbs  E 3 CA";;1,50
30/04/24;VT;411ODDO;27959;"776007764292 - 240418017 ODDO DISTRIBUTION 13Win E 6 PL";55,34;
30/04/24;VT;706212;27959;"776007764292 - 240418017 ODDO DISTRIBUTION 13Win E 6 PL";;6,87
30/04/24;VT;7062116;27959;"776007764292 - 240418017 ODDO DISTRIBUTION 13Win E 6 PL";;39,25
30/04/24;VT;445712;27959;"776007764292 - 240418017 ODDO DISTRIBUTION 13Win E 6 PL";;9,22
30/04/24;VT;411MOURIER;27960;"776083043345 - 240423002 MOURIER VINS Christophe Losch E 48 DE";107,98;
30/04/24;VT;706212;27960;"776083043345 - 240423002 MOURIER VINS Christophe Losch E 48 DE";;13,40
30/04/24;VT;7062111;27960;"776083043345 - 240423002 MOURIER VINS Christophe Losch E 48 DE";;76,58
30/04/24;VT;445712;27960;"776083043345 - 240423002 MOURIER VINS Christophe Losch E 48 DE";;18,00
30/04/24;VT;411BRESSA;27961;"776081040321 - 240423031 MAS DES BRESSADES Downtown U-Lok Storage GFA DU MAS CARLOT P 4 CA";137,46;
30/04/24;VT;706912;27961;"776081040321 - 240423031 MAS DES BRESSADES Downtown U-Lok Storage GFA DU MAS CARLOT P 4 CA";;31,72
30/04/24;VT;70691130000;27961;"776081040321 - 240423031 MAS DES BRESSADES Downtown U-Lok Storage GFA DU MAS CARLOT P 4 CA";;103,94
30/04/24;VT;706913;27961;"776081040321 - 240423031 MAS DES BRESSADES Downtown U-Lok Storage GFA DU MAS CARLOT P 4 CA";;1,80
30/04/24;VT;411COMMAND;27962;"776106058239 - 240425028 LES CAVES DU COMMANDEUR Watermill Wines Ltd P 6 GB";94,93;
30/04/24;VT;706912;27962;"776106058239 - 240425028 LES CAVES DU COMMANDEUR Watermill Wines Ltd P 6 GB";;17,20
30/04/24;VT;706903;27962;"776106058239 - 240425028 LES CAVES DU COMMANDEUR Watermill Wines Ltd P 6 GB";;17,00
30/04/24;VT;7069112;27962;"776106058239 - 240425028 LES CAVES DU COMMANDEUR Watermill Wines Ltd P 6 GB";;54,48
30/04/24;VT;706913;27962;"776106058239 - 240425028 LES CAVES DU COMMANDEUR Watermill Wines Ltd P 6 GB";;2,85
30/04/24;VT;445712;27962;"776106058239 - 240425028 LES CAVES DU COMMANDEUR Watermill Wines Ltd P 6 GB";;3,40
30/04/24;VT;411CDG;27963;"776069762368 - 240423013 CDG FRANCE 2 Vesselin Angelov P 12 BG";245,94;
30/04/24;VT;707;27963;"776069762368 - 240423013 CDG FRANCE 2 Vesselin Angelov P 12 BG";;154,05
30/04/24;VT;706212;27963;"776069762368 - 240423013 CDG FRANCE 2 Vesselin Angelov P 12 BG";;47,30
30/04/24;VT;706213;27963;"776069762368 - 240423013 CDG FRANCE 2 Vesselin Angelov P 12 BG";;3,60
30/04/24;VT;445712;27963;"776069762368 - 240423013 CDG FRANCE 2 Vesselin Angelov P 12 BG";;40,99
30/04/24;VT;411PLOU;27964;"776069151320 - 240423007 SCEA PLOU ET FILS YOSHICHIHA HEMMI E 6 JP";135,99;
30/04/24;VT;707;27964;"776069151320 - 240423007 SCEA PLOU ET FILS YOSHICHIHA HEMMI E 6 JP";;88,81
30/04/24;VT;706902;27964;"776069151320 - 240423007 SCEA PLOU ET FILS YOSHICHIHA HEMMI E 6 JP";;4,83
30/04/24;VT;706912;27964;"776069151320 - 240423007 SCEA PLOU ET FILS YOSHICHIHA HEMMI E 6 JP";;27,50
30/04/24;VT;706203;27964;"776069151320 - 240423007 SCEA PLOU ET FILS YOSHICHIHA HEMMI E 6 JP";;5,00
30/04/24;VT;706905;27964;"776069151320 - 240423007 SCEA PLOU ET FILS YOSHICHIHA HEMMI E 6 JP";;6,00
30/04/24;VT;706913;27964;"776069151320 - 240423007 SCEA PLOU ET FILS YOSHICHIHA HEMMI E 6 JP";;2,85
30/04/24;VT;445712;27964;"776069151320 - 240423007 SCEA PLOU ET FILS YOSHICHIHA HEMMI E 6 JP";;1,00
30/04/24;VT;411MONTLOUI;27965;"776100818445 - 240422040 SCA CAVE DES PRODUCTEURS DE MONTLOUIS TAJI TRADING Co ; Ltd P 1 JP";98,32;
30/04/24;VT;706902;27965;"776100818445 - 240422040 SCA CAVE DES PRODUCTEURS DE MONTLOUIS TAJI TRADING Co ; Ltd P 1 JP";;2,49
30/04/24;VT;706912;27965;"776100818445 - 240422040 SCA CAVE DES PRODUCTEURS DE MONTLOUIS TAJI TRADING Co ; Ltd P 1 JP";;20,27
30/04/24;VT;706203;27965;"776100818445 - 240422040 SCA CAVE DES PRODUCTEURS DE MONTLOUIS TAJI TRADING Co ; Ltd P 1 JP";;6,24
30/04/24;VT;706905;27965;"776100818445 - 240422040 SCA CAVE DES PRODUCTEURS DE MONTLOUIS TAJI TRADING Co ; Ltd P 1 JP";;0,50
30/04/24;VT;706913;27965;"776100818445 - 240422040 SCA CAVE DES PRODUCTEURS DE MONTLOUIS TAJI TRADING Co ; Ltd P 1 JP";;0,90
30/04/24;VT;7062114;27965;"776100818445 - 240422040 SCA CAVE DES PRODUCTEURS DE MONTLOUIS TAJI TRADING Co ; Ltd P 1 JP";;66,67
30/04/24;VT;445712;27965;"776100818445 - 240422040 SCA CAVE DES PRODUCTEURS DE MONTLOUIS TAJI TRADING Co ; Ltd P 1 JP";;1,25
30/04/24;VT;411MEDOCAINE;27966;"776025510870 - 240419011 COMPAGNIE MEDOCAINE DES GRANDS CRUS AXA GIE P 6 FR";73,73;
30/04/24;VT;706212;27966;"776025510870 - 240419011 COMPAGNIE MEDOCAINE DES GRANDS CRUS AXA GIE P 6 FR";;7,43
30/04/24;VT;445712;27966;"776025510870 - 240419011 COMPAGNIE MEDOCAINE DES GRANDS CRUS AXA GIE P 6 FR";;12,29
30/04/24;VT;471000;27966;"776025510870 - 240419011 COMPAGNIE MEDOCAINE DES GRANDS CRUS AXA GIE P 6 FR";;54,01
30/04/24;VT;411MORTIER;27967;"775706677675 240326032 J.J MORTIER ET CIE JJM  Wine District 42 SA - Stockage de Vins MAISON EGUIAZABAL E 7 CH";684,34;
30/04/24;VT;706902;27967;"775706677675 240326032 J.J MORTIER ET CIE JJM  Wine District 42 SA - Stockage de Vins MAISON EGUIAZABAL E 7 CH";;19,80
30/04/24;VT;706912;27967;"775706677675 240326032 J.J MORTIER ET CIE JJM  Wine District 42 SA - Stockage de Vins MAISON EGUIAZABAL E 7 CH";;12,06
30/04/24;VT;706903;27967;"775706677675 240326032 J.J MORTIER ET CIE JJM  Wine District 42 SA - Stockage de Vins MAISON EGUIAZABAL E 7 CH";;23,08
30/04/24;VT;70691140000;27967;"775706677675 240326032 J.J MORTIER ET CIE JJM  Wine District 42 SA - Stockage de Vins MAISON EGUIAZABAL E 7 CH";;68,94
30/04/24;VT;706905;27967;"775706677675 240326032 J.J MORTIER ET CIE JJM  Wine District 42 SA - Stockage de Vins MAISON EGUIAZABAL E 7 CH";;540,44
30/04/24;VT;706914;27967;"775706677675 240326032 J.J MORTIER ET CIE JJM  Wine District 42 SA - Stockage de Vins MAISON EGUIAZABAL E 7 CH";;15,40
30/04/24;VT;445712;27967;"775706677675 240326032 J.J MORTIER ET CIE JJM  Wine District 42 SA - Stockage de Vins MAISON EGUIAZABAL E 7 CH";;4,62
30/04/24;VT;411MALTUS;27968;"776101098046 240425021 JCP MALTUS DOMAINES & CHATEAUX Cam Laywood FE 360 GB";3082,40;
30/04/24;VT;706902;27968;"776101098046 240425021 JCP MALTUS DOMAINES & CHATEAUX Cam Laywood FE 360 GB";;990,00
30/04/24;VT;706903;27968;"776101098046 240425021 JCP MALTUS DOMAINES & CHATEAUX Cam Laywood FE 360 GB";;47,00
30/04/24;VT;7069112;27968;"776101098046 240425021 JCP MALTUS DOMAINES & CHATEAUX Cam Laywood FE 360 GB";;1280,00
30/04/24;VT;706905;27968;"776101098046 240425021 JCP MALTUS DOMAINES & CHATEAUX Cam Laywood FE 360 GB";;756,00
30/04/24;VT;445712;27968;"776101098046 240425021 JCP MALTUS DOMAINES & CHATEAUX Cam Laywood FE 360 GB";;9,40
01/05/24;VT;411GUIOT;27969;"775523807914 - 240313004 CHATEAU GUIOT FABIAN HAEGELE P 3 AU";26,00;
01/05/24;VT;471000;27969;"775523807914 - 240313004 CHATEAU GUIOT FABIAN HAEGELE P 3 AU";;26,00
01/05/24;VT;411KUENTZ;27970;"775414702202 - 240305010 BENJAMIN KUENTZ Le Caviste ehf P 18 IS";866,12;
01/05/24;VT;706902;27970;"775414702202 - 240305010 BENJAMIN KUENTZ Le Caviste ehf P 18 IS";;9,17
01/05/24;VT;706203;27970;"775414702202 - 240305010 BENJAMIN KUENTZ Le Caviste ehf P 18 IS";;16,92
01/05/24;VT;706905;27970;"775414702202 - 240305010 BENJAMIN KUENTZ Le Caviste ehf P 18 IS";;836,65
01/05/24;VT;445712;27970;"775414702202 - 240305010 BENJAMIN KUENTZ Le Caviste ehf P 18 IS";;3,38
02/05/24;VT;411MOUNTFL;27971;"776163912135 - 240429021 MOUNTFLEET CVS Pharmacy E 3 US";131,32;
02/05/24;VT;706902;27971;"776163912135 - 240429021 MOUNTFLEET CVS Pharmacy E 3 US";;8,00
02/05/24;VT;706912;27971;"776163912135 - 240429021 MOUNTFLEET CVS Pharmacy E 3 US";;17,24
02/05/24;VT;7069111;27971;"776163912135 - 240429021 MOUNTFLEET CVS Pharmacy E 3 US";;58,68
02/05/24;VT;706201;27971;"776163912135 - 240429021 MOUNTFLEET CVS Pharmacy E 3 US";;38,00
02/05/24;VT;706913;27971;"776163912135 - 240429021 MOUNTFLEET CVS Pharmacy E 3 US";;1,80
02/05/24;VT;445712;27971;"776163912135 - 240429021 MOUNTFLEET CVS Pharmacy E 3 US";;7,60
02/05/24;VT;411CFGV;27972;"776165674930 - 240430022 CFGV Jean Louis de CASTRO P 3 US";134,47;
02/05/24;VT;706902;27972;"776165674930 - 240430022 CFGV Jean Louis de CASTRO P 3 US";;2,04
02/05/24;VT;706912;27972;"776165674930 - 240430022 CFGV Jean Louis de CASTRO P 3 US";;19,26
02/05/24;VT;7069111;27972;"776165674930 - 240430022 CFGV Jean Louis de CASTRO P 3 US";;66,22
02/05/24;VT;706201;27972;"776165674930 - 240430022 CFGV Jean Louis de CASTRO P 3 US";;38,00
02/05/24;VT;706913;27972;"776165674930 - 240430022 CFGV Jean Louis de CASTRO P 3 US";;1,35
02/05/24;VT;445712;27972;"776165674930 - 240430022 CFGV Jean Louis de CASTRO P 3 US";;7,60
02/05/24;VT;411SCHWACH;27973;"776143404186 - 240429006 DOMAINE FRANCOIS SCHWACH ET FILS Sheila Azarkia E 3 US";120,94;
02/05/24;VT;706902;27973;"776143404186 - 240429006 DOMAINE FRANCOIS SCHWACH ET FILS Sheila Azarkia E 3 US";;2,04
02/05/24;VT;706912;27973;"776143404186 - 240429006 DOMAINE FRANCOIS SCHWACH ET FILS Sheila Azarkia E 3 US";;16,48
02/05/24;VT;7069111;27973;"776143404186 - 240429006 DOMAINE FRANCOIS SCHWACH ET FILS Sheila Azarkia E 3 US";;55,32
02/05/24;VT;706201;27973;"776143404186 - 240429006 DOMAINE FRANCOIS SCHWACH ET FILS Sheila Azarkia E 3 US";;38,00
02/05/24;VT;706913;27973;"776143404186 - 240429006 DOMAINE FRANCOIS SCHWACH ET FILS Sheila Azarkia E 3 US";;1,50
02/05/24;VT;445712;27973;"776143404186 - 240429006 DOMAINE FRANCOIS SCHWACH ET FILS Sheila Azarkia E 3 US";;7,60
02/05/24;VT;411CHASSEIG;27974;"776150379194 - 240429038 EARL DE CHASSEIGNES WINE ENTHUSIAST P 12 US";242,07;
02/05/24;VT;706902;27974;"776150379194 - 240429038 EARL DE CHASSEIGNES WINE ENTHUSIAST P 12 US";;8,16
02/05/24;VT;706912;27974;"776150379194 - 240429038 EARL DE CHASSEIGNES WINE ENTHUSIAST P 12 US";;42,33
02/05/24;VT;7069111;27974;"776150379194 - 240429038 EARL DE CHASSEIGNES WINE ENTHUSIAST P 12 US";;139,98
02/05/24;VT;706201;27974;"776150379194 - 240429038 EARL DE CHASSEIGNES WINE ENTHUSIAST P 12 US";;38,00
02/05/24;VT;706913;27974;"776150379194 - 240429038 EARL DE CHASSEIGNES WINE ENTHUSIAST P 12 US";;6,00
02/05/24;VT;445712;27974;"776150379194 - 240429038 EARL DE CHASSEIGNES WINE ENTHUSIAST P 12 US";;7,60
02/05/24;VT;411MORTIER;27975;"776143103777 - 240426028 J.J MORTIER ET CIE JJM MICHAEL CORSO SELECTIONS P 3 US";126,26;
02/05/24;VT;706902;27975;"776143103777 - 240426028 J.J MORTIER ET CIE JJM MICHAEL CORSO SELECTIONS P 3 US";;2,04
02/05/24;VT;706912;27975;"776143103777 - 240426028 J.J MORTIER ET CIE JJM MICHAEL CORSO SELECTIONS P 3 US";;17,68
02/05/24;VT;7069111;27975;"776143103777 - 240426028 J.J MORTIER ET CIE JJM MICHAEL CORSO SELECTIONS P 3 US";;59,60
02/05/24;VT;706201;27975;"776143103777 - 240426028 J.J MORTIER ET CIE JJM MICHAEL CORSO SELECTIONS P 3 US";;38,00
02/05/24;VT;706913;27975;"776143103777 - 240426028 J.J MORTIER ET CIE JJM MICHAEL CORSO SELECTIONS P 3 US";;1,35
02/05/24;VT;445712;27975;"776143103777 - 240426028 J.J MORTIER ET CIE JJM MICHAEL CORSO SELECTIONS P 3 US";;7,60
02/05/24;VT;471000;27975;"776143103777 - 240426028 J.J MORTIER ET CIE JJM MICHAEL CORSO SELECTIONS P 3 US";0,01;
02/05/24;VT;411BELLENE;27976;"776142902331 - 240426020 MAISON ROCHE DE BELLENE PAULUS Terry P 24 US";424,56;
02/05/24;VT;706902;27976;"776142902331 - 240426020 MAISON ROCHE DE BELLENE PAULUS Terry P 24 US";;16,32
02/05/24;VT;706912;27976;"776142902331 - 240426020 MAISON ROCHE DE BELLENE PAULUS Terry P 24 US";;81,52
02/05/24;VT;7069111;27976;"776142902331 - 240426020 MAISON ROCHE DE BELLENE PAULUS Terry P 24 US";;268,22
02/05/24;VT;706201;27976;"776142902331 - 240426020 MAISON ROCHE DE BELLENE PAULUS Terry P 24 US";;38,00
02/05/24;VT;706913;27976;"776142902331 - 240426020 MAISON ROCHE DE BELLENE PAULUS Terry P 24 US";;12,90
02/05/24;VT;445712;27976;"776142902331 - 240426020 MAISON ROCHE DE BELLENE PAULUS Terry P 24 US";;7,60
02/05/24;VT;411MANDARD;27977;"776164430230 - 240430003 MONSIEUR JEAN-CHRISTOPHE MANDARD Profile Wine Imports P 4 US";150,02;
02/05/24;VT;706902;27977;"776164430230 - 240430003 MONSIEUR JEAN-CHRISTOPHE MANDARD Profile Wine Imports P 4 US";;2,72
02/05/24;VT;706912;27977;"776164430230 - 240430003 MONSIEUR JEAN-CHRISTOPHE MANDARD Profile Wine Imports P 4 US";;23,17
02/05/24;VT;7069111;27977;"776164430230 - 240430003 MONSIEUR JEAN-CHRISTOPHE MANDARD Profile Wine Imports P 4 US";;76,28
02/05/24;VT;706201;27977;"776164430230 - 240430003 MONSIEUR JEAN-CHRISTOPHE MANDARD Profile Wine Imports P 4 US";;38,00
