"Date écriture";Code;"Numéro de compte";"Numéro de pièce";"Nom du projet (si existant)";"Montant débit";"Montant crédit"
02/05/24;VT;706913;27977;"776164430230 - 240430003 MONSIEUR JEAN-CHRISTOPHE MANDARD Profile Wine Imports P 4 US";;2,25
02/05/24;VT;445712;27977;"776164430230 - 240430003 MONSIEUR JEAN-CHRISTOPHE MANDARD Profile Wine Imports P 4 US";;7,60
02/05/24;VT;411HAULLER;27978;"776150561658 - 240429039 VINS D'ALSACE J HAULLER ET FILS LATITUDE BEVERAGE COMPANY P 2 US";131,45;
02/05/24;VT;706902;27978;"776150561658 - 240429039 VINS D'ALSACE J HAULLER ET FILS LATITUDE BEVERAGE COMPANY P 2 US";;1,36
02/05/24;VT;706912;27978;"776150561658 - 240429039 VINS D'ALSACE J HAULLER ET FILS LATITUDE BEVERAGE COMPANY P 2 US";;18,74
02/05/24;VT;7069111;27978;"776150561658 - 240429039 VINS D'ALSACE J HAULLER ET FILS LATITUDE BEVERAGE COMPANY P 2 US";;64,55
02/05/24;VT;706201;27978;"776150561658 - 240429039 VINS D'ALSACE J HAULLER ET FILS LATITUDE BEVERAGE COMPANY P 2 US";;38,00
02/05/24;VT;706913;27978;"776150561658 - 240429039 VINS D'ALSACE J HAULLER ET FILS LATITUDE BEVERAGE COMPANY P 2 US";;1,20
02/05/24;VT;445712;27978;"776150561658 - 240429039 VINS D'ALSACE J HAULLER ET FILS LATITUDE BEVERAGE COMPANY P 2 US";;7,60
02/05/24;VT;411TWINS;27979;"776143840358 - 240429005 TWINS Gerry Keogh P 4 US";133,99;
02/05/24;VT;706902;27979;"776143840358 - 240429005 TWINS Gerry Keogh P 4 US";;2,72
02/05/24;VT;706912;27979;"776143840358 - 240429005 TWINS Gerry Keogh P 4 US";;19,00
02/05/24;VT;7069111;27979;"776143840358 - 240429005 TWINS Gerry Keogh P 4 US";;64,87
02/05/24;VT;706201;27979;"776143840358 - 240429005 TWINS Gerry Keogh P 4 US";;38,00
02/05/24;VT;706913;27979;"776143840358 - 240429005 TWINS Gerry Keogh P 4 US";;1,80
02/05/24;VT;445712;27979;"776143840358 - 240429005 TWINS Gerry Keogh P 4 US";;7,60
02/05/24;VT;411TWINS;27980;"776143754248 - 240429004 TWINS Central Distributors Inc P 4 US";133,99;
02/05/24;VT;706902;27980;"776143754248 - 240429004 TWINS Central Distributors Inc P 4 US";;2,72
02/05/24;VT;706912;27980;"776143754248 - 240429004 TWINS Central Distributors Inc P 4 US";;19,00
02/05/24;VT;7069111;27980;"776143754248 - 240429004 TWINS Central Distributors Inc P 4 US";;64,87
02/05/24;VT;706201;27980;"776143754248 - 240429004 TWINS Central Distributors Inc P 4 US";;38,00
02/05/24;VT;706913;27980;"776143754248 - 240429004 TWINS Central Distributors Inc P 4 US";;1,80
02/05/24;VT;445712;27980;"776143754248 - 240429004 TWINS Central Distributors Inc P 4 US";;7,60
02/05/24;VT;411TWINS;27981;"776143665356 - 240429003 TWINS Twenty-One Wine & Spirts P 4 US";133,99;
02/05/24;VT;706902;27981;"776143665356 - 240429003 TWINS Twenty-One Wine & Spirts P 4 US";;2,72
02/05/24;VT;706912;27981;"776143665356 - 240429003 TWINS Twenty-One Wine & Spirts P 4 US";;19,00
02/05/24;VT;7069111;27981;"776143665356 - 240429003 TWINS Twenty-One Wine & Spirts P 4 US";;64,87
02/05/24;VT;706201;27981;"776143665356 - 240429003 TWINS Twenty-One Wine & Spirts P 4 US";;38,00
02/05/24;VT;706913;27981;"776143665356 - 240429003 TWINS Twenty-One Wine & Spirts P 4 US";;1,80
02/05/24;VT;445712;27981;"776143665356 - 240429003 TWINS Twenty-One Wine & Spirts P 4 US";;7,60
